FIPS,city,name,State,area_land,pop_white,pop_black,pop_native,pop_asian,pop_hawaiian,pop_other_race,pop_two_races,average_household_size,pop_over_25,educ_less_hs,educ_hs,educ_some_college,educ_ba,educ_ma,educ_prof_school,educ_doctorate,hs_droput,hs_enrolled,pop_16_over,labor_force,unemployed,not_in_labor_force,total_employed,total_households,income_less_10000,"income_$10,000_$14,999","income $15,000 to $19,999","income $20,000 to $24,999","income $25,000 to $29,999","income $30,000 to $34,999","income$35,000 to $39,999","income $40,000 to $44,999","income$45,000 to $49,999","income $50,000 to $59,999","income $60,000 to $74,999","income $75,000 to $99,999","income $100,000 to $124,999","income $125,000 to $149,999","income  $150,000 to $199,999","income $200,000 or More",median_household_income,median_income_black,median_income_black,median_income_asian,median_income_pacific_island,median_income_other_race,median_income_two_races,median_income_hispanic,median_income_white,per_capita_income,gini_index,Owner Occupied Housing Units,owner_housing_white,owner_housing_non_white,Median Gross Rent,avg_rent,paying_30_home,paying_at_least_50,avg_commute,poverty_overall,poverty_male,poverty_female
40700,Roseburg,"Roseburg, OR Micro Area",OR,5035.647708,100217,471,1396,1138,87,702,4312,2.37,79864,8699,25912,31547,8447,3849,950,460,374,4592,90130,45605,3695,44525,41847,45026,2608,2660,3124,3241,2411,3118,2564,2366,2182,3595,5151,5322,2805,1712,1222,945,45812,52857,35647,96063,,39125,39808,41497,46000,25602,0.4377,30754,28369,2385,790,791.1575112,7744,3156,19,17353,7615,9738
40740,Roswell,"Roswell, NM Micro Area",NM,6067.15813,55609,1111,1063,405,23,5502,1746,2.74,41387,9090,11515,13432,4888,1887,268,307,449,3963,50213,28353,1659,21860,26629,23169,1929,1656,1752,1636,1446,1122,1376,1147,913,2020,2211,2535,1495,998,411,522,43197,,36423,,,35928,37938,38668,49457,21356,0.4596,15993,8198,7795,771,692.6142698,2899,1382,20,13111,5771,7340
40760,Ruidoso,"Ruidoso, NM Micro Area",NM,4831.115214,18236,179,327,91,0,178,471,2.47,14636,1240,4258,4848,2983,988,142,177,133,760,16493,7291,312,9202,6979,7815,565,650,581,410,598,463,431,371,231,587,783,741,585,347,228,244,42267,,,,,,73063,38222,49906,26534,0.4789,6017,4631,1386,691,610.567297,1516,799,19,3134,1114,2020
40780,Russellville,"Russellville, AR Micro Area",AR,1742.657995,74986,2437,471,895,0,4569,1859,2.7,54858,9009,20241,14785,7324,2577,460,462,166,5411,67491,38458,2325,29033,36088,30119,2491,2176,1939,1965,1933,2188,1675,1669,1422,2526,2778,2848,2000,866,875,768,42051,39360,39805,53333,,38562,31051,36953,43436,21977,0.4607,20740,18666,2074,646,619.5223371,3616,1260,19,14592,6715,7877
40820,Ruston,"Ruston, LA Micro Area",LA,471.7419849,25524,19343,152,779,0,944,614,2.51,25723,2995,7013,6331,5533,2697,468,686,93,3930,39044,22517,1590,16527,20890,17551,2809,1116,1216,1519,1010,1250,789,449,519,1270,1342,1341,957,540,670,754,34154,22215,2499,31923,,53917,41482,,55335,22498,0.5385,9055,6399,2656,692,654.0254237,1204,529,20,13118,5850,7268
40860,Rutland,"Rutland, VT Micro Area",VT,929.8165706,57234,522,283,581,0,112,541,2.27,42983,3308,15078,11566,8259,3549,846,377,83,3307,50137,31406,1184,18731,30183,25145,1215,1576,1346,1395,1311,1372,1286,1007,1092,2234,2743,3490,2284,1071,931,792,54973,114583,36103,72000,,,,40139,55111,30109,0.432,18231,17795,436,831,819.9161122,5016,2088,22,6100,2749,3351
40900,Sacramento--Roseville--Arden-Arcade,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",CA,5095.101265,1499409,162589,14745,300912,18944,148817,146322,2.75,1538537,168734,326006,535505,327862,117905,39794,22731,2821,117418,1819325,1118472,75758,700853,1039935,819372,43085,38439,31744,33804,33060,32955,30164,30998,28977,60237,78397,105407,80402,57025,67937,66741,68662,46409,52732,73797,61167,50344,61386,55954,75437,33862,0.4618,491785,337696,154089,1219,1251.983137,138630,55095,27,323395,150365,173030
40940,Safford,"Safford, AZ Micro Area",AZ,4622.699806,29917,752,4808,246,51,996,1109,3.12,23531,3379,7028,9526,2272,1109,161,56,125,2268,28750,14166,1329,14584,12837,10782,1059,604,527,546,516,458,406,618,492,939,1274,1615,823,503,288,114,51352,,32317,91250,,42292,75583,46651,56013,18113,0.4049,7467,4712,2755,765,694.2684766,1195,425,21,7122,3275,3847
40980,Saginaw,"Saginaw, MI Metro Area",MI,800.4654971,144402,35973,577,2451,12,3221,6142,2.37,132027,13876,44370,45954,18070,6856,1970,931,495,10562,156480,89345,6705,67135,82611,78648,6599,4347,4499,4552,5079,4564,3729,4179,4360,7003,7299,9043,5474,3160,2442,2319,46919,27419,41563,83750,,39236,25345,41066,52972,26625,0.4644,56288,44784,11504,760,735.6932021,11084,4288,22,32975,14536,18439
41060,St. Cloud,"St. Cloud, MN Metro Area",MN,1751.106628,175907,10409,466,3805,9,2237,3765,2.5,123350,9773,35240,45464,22685,6782,1744,1662,293,12461,155357,111503,5036,43854,106396,75108,3874,3420,3011,3484,3650,3771,3538,3532,3355,6051,8461,11093,7238,3987,3893,2750,59792,23790,50909,41627,,48750,46029,45519,62476,29563,0.4283,51461,49858,1603,790,794.4305832,10113,3597,21,24459,11236,13223
41100,St. George,"St. George, UT Metro Area",UT,2427.438632,145948,1130,2392,1219,1351,5236,3261,2.9,102484,7654,23856,42537,17376,7427,2007,1627,404,8836,121955,68091,2973,53864,65077,54702,2356,1991,2429,2928,2686,2794,2846,3133,2363,5462,6579,7161,4953,2347,2315,2359,56877,,42685,32432,56250,46420,38875,41978,58967,26601,0.4384,38125,36206,1919,1000,1000.669602,8675,3433,17,19719,8839,10880
41140,St. Joseph,"St. Joseph, MO-KS Metro Area",MO,1655.712382,112478,7023,485,1001,332,1522,3938,2.51,87015,9795,33081,26330,11971,4123,1061,654,308,6246,102062,61340,2814,40722,58377,47075,2998,2783,2815,2458,2738,2713,2312,2133,2071,4130,5596,6067,3612,1917,1575,1157,51211,41108,30353,120481,19712,56563,35724,48412,51741,25185,0.4348,31362,29589,1773,742,685.1396932,5247,1781,19,18393,8344,10049
41180,St. Louis,"St. Louis, MO-IL Metro Area",MO,7863.511139,2130570,513025,5582,71434,783,21121,63036,2.46,1933216,161903,507947,611185,389184,195120,40596,27281,4519,135594,2249138,1469208,81141,779930,1383511,1118263,67531,44487,48314,50955,50758,52108,49970,50916,46057,87689,111710,146355,104662,66396,70079,70276,61317,35532,46588,81462,81324,39195,49613,50905,68832,34166,0.4665,769933,655941,113992,882,900.8756065,147665,55478,26,327664,140465,187199
41220,St. Marys,"St. Marys, GA Micro Area",GA,630.3014593,38452,9862,363,1118,64,993,1862,2.64,32979,2709,10372,11815,5264,1972,520,327,98,2761,41008,26716,1692,14292,21340,19327,1113,662,758,942,1272,840,1130,1094,653,1601,2061,2919,1628,1006,1013,635,56397,36142,39821,81053,,50868,85938,51484,63808,28509,0.4366,11997,9679,2318,954,960.1091405,2452,903,22,6546,2972,3574
41260,St. Marys,"St. Marys, PA Micro Area",PA,827.361387,30000,167,76,160,0,26,179,2.2,22370,1721,10847,5635,2923,992,151,101,72,1167,25255,15829,604,9426,15225,13727,676,613,838,751,832,703,775,778,761,1246,1532,1754,1140,566,502,260,51112,2499,,54688,,,,,51250,28476,0.4081,10634,10470,164,589,540.3168445,1323,458,19,2962,1429,1533
41400,Salem,"Salem, OH Micro Area",OH,531.9266282,98739,2292,126,140,3,755,1948,2.39,74532,9076,33589,20811,7410,2982,407,257,291,4488,85041,49038,3294,36003,45728,41854,2697,1881,2645,3252,2961,2368,1964,2566,2107,3298,4277,5292,2639,1770,1204,933,46306,18371,23846,46964,,32114,69875,32250,46810,25853,0.4472,30506,29894,612,650,606.4064152,4809,1776,26,14639,6571,8068
41420,Salem,"Salem, OR Metro Area",OR,1921.475516,343629,5481,4661,8293,3387,25833,25696,2.76,272112,37412,73418,95424,42533,17123,3880,2322,1199,22172,325659,199309,12624,126350,186413,146553,8061,6153,7405,6901,7309,8182,7295,6952,6559,12462,16595,20053,13316,7231,7212,4867,56542,27037,43375,59337,49815,47652,42122,46570,60343,26406,0.4309,88910,75803,13107,939,978.1499922,21247,7740,24,60674,28149,32525
41460,Salina,"Salina, KS Micro Area",KS,1440.972459,53722,1596,295,1274,0,1704,2288,2.41,41146,3659,13001,13822,7092,2490,598,484,74,3086,48251,31633,1163,16618,30291,24630,1061,1172,1623,1542,1589,1561,1134,1249,1175,2248,2677,3351,1841,903,818,686,50602,28350,21332,52265,,25789,47121,51333,51246,27725,0.4355,16964,15037,1927,746,748.1085312,3243,1099,16,7159,3044,4115
41500,Salinas,"Salinas, CA Metro Area",CA,3281.720521,256709,11200,3221,24342,2011,117386,18343,3.3,274528,78816,56133,72422,40485,17746,5495,3431,1067,23778,331250,200871,10475,130379,185025,126052,4820,4179,4128,5433,5232,5610,5159,5643,5181,10789,13467,17300,11386,8320,9041,10364,66676,64281,59375,79132,69133,54262,83375,55720,82328,28836,0.4619,64362,34647,29715,1401,1448.678878,20613,8418,23,58699,26957,31742
41540,Salisbury,"Salisbury, MD-DE Metro Area",MD,2098.578125,305667,71103,1246,6835,332,5050,8780,2.45,283818,34366,93787,80634,44035,23247,4440,3309,828,19053,330336,191104,11340,139232,179501,157057,8646,6065,7003,7536,7593,8295,7315,7380,7247,12718,17517,21006,14088,8157,8858,7633,58803,38194,38916,76536,,48380,51659,50961,63716,31600,0.4496,115189,98257,16932,1012,967.2040699,28677,11978,25,48982,21020,27962
41620,Salt Lake City,"Salt Lake City, UT Metro Area",UT,7684.012992,946014,20883,9034,45548,17090,108722,38699,3.01,739492,70586,171064,247056,160172,63075,16523,11016,3455,61122,887522,631446,24668,256076,605895,389330,15826,11147,11792,12785,15746,14660,15228,16757,15108,31920,45304,58080,42900,28342,26912,26823,71221,40762,52804,74235,65340,49359,64056,51406,76084,31287,0.4325,262327,220008,42319,1062,1081.602797,53203,17715,22,112241,51945,60296
41660,San Angelo,"San Angelo, TX Metro Area",TX,2573.545329,102325,5065,444,1470,50,7425,2211,2.58,76133,10841,23243,23717,12599,3972,946,815,207,7234,93574,59801,2291,33773,54540,43765,2593,1913,2634,2338,2936,2369,2308,2385,1876,3052,4922,5390,3612,1676,1906,1855,51738,33071,75185,78827,,40368,80885,42888,58549,28483,0.4705,27460,18124,9336,861,863.6307881,4943,1886,18,15330,6416,8914
41700,San Antonio-New Braunfels,"San Antonio-New Braunfels, TX Metro Area",TX,7313.062331,1962380,164197,15018,59624,2623,145248,77114,2.97,1561045,237225,409994,482042,276575,113576,25513,16120,5994,132499,1874643,1195843,65088,678800,1113022,803662,53566,34926,36127,38146,38762,38938,36216,35900,32452,67768,82252,103569,70004,46718,43623,44695,58201,49769,46203,69503,61802,46173,57949,48852,73579,28092,0.4639,503727,236794,266933,987,998.5143448,105132,40288,26,355670,162077,193593
41740,San Diego-Carlsbad,"San Diego-Carlsbad, CA Metro Area",CA,4208.764272,2335447,166412,20980,390418,13903,205307,170366,2.87,2223376,286008,409272,680074,521525,216698,62424,47375,3805,167441,2656740,1745186,106962,911554,1564930,1118980,51029,39441,37574,40743,42521,41750,41849,41811,38912,78376,106429,144979,115805,81827,98349,117585,74855,54525,56181,93426,67579,55121,74120,56215,84785,36156,0.463,593890,384105,209785,1569,1617.828182,195863,79518,26,403190,185550,217640
41760,Sandpoint,"Sandpoint, ID Micro Area",ID,1733.21165,40713,127,426,284,54,200,907,2.4,31587,2891,9619,11772,4913,1384,558,450,143,1788,35274,18373,681,16901,17690,17584,947,1274,1166,1176,858,1034,890,786,933,1319,2082,2204,1256,435,709,515,48710,,23542,,,21327,56339,56316,48762,27590,0.4564,13077,12576,501,839,869.3809629,3425,1330,25,6200,2820,3380
41780,Sandusky,"Sandusky, OH Micro Area",OH,251.4352715,64312,6765,270,443,6,1018,2322,2.36,53613,4331,20267,16821,7658,3193,896,447,126,3482,61784,38103,2050,23681,36035,31301,1968,1026,1468,1491,2045,1531,1795,1850,1730,2513,3375,3810,2665,1450,1459,1125,52270,31030,36455,,,30025,42273,35500,57079,31677,0.4559,21602,19989,1613,739,737.9936076,3596,1281,21,8858,3589,5269
41820,Sanford,"Sanford, NC Micro Area",NC,255.0619632,44122,11902,485,644,23,1737,1212,2.72,40245,6663,10936,14225,5665,2073,275,408,76,2991,46838,29089,2268,17749,26541,21744,1467,1380,1206,1466,1050,1257,1205,1002,1064,1843,2205,2800,1442,840,927,590,48873,30362,48125,,,44074,67679,39148,58862,23842,0.4405,14489,10817,3672,749,745.6926258,3168,1277,25,9538,3977,5561
41860,San Francisco-Oakland-Hayward,"San Francisco-Oakland-Hayward, CA Metro Area",CA,2470.337314,2330954,343428,22646,1199503,33352,458007,285331,2.71,3361914,373438,528110,824676,966251,448900,127233,93306,4476,195820,3837904,2582659,128698,1255245,2451211,1692047,67833,60873,45551,49178,46017,46948,43616,44999,43548,86968,124900,188028,166286,136100,195038,346164,99592,50709,67733,110847,79701,65315,92316,71757,116107,51822,0.4869,922001,509680,412321,1790,1821.492612,275606,113956,34,439134,198308,240826
41900,San Germán,"San Germán, PR Metro Area",PR,221.1390879,55711,2567,214,11,0,67720,1265,2.95,90288,28406,25297,16528,15424,3344,491,798,267,6756,106060,35900,5118,70160,30782,42900,14676,6189,4593,3427,3024,2021,1689,1082,1223,1639,1479,958,440,130,220,110,15584,19229,19500,,,14358,20600,15571,18854,9093,0.5327,28265,112,28153,435,179.6378545,5551,2189,26,67446,31455,35991
41940,San Jose-Sunnyvale-Santa Clara,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",CA,2679.737389,914311,48498,9725,690915,7658,211032,99477,2.98,1361877,165345,201135,308413,366847,233589,36921,49627,1743,93443,1582829,1067182,51892,515647,1014669,653265,20749,18114,14772,15256,15148,15253,15607,15799,14768,29840,44585,67809,62299,56219,85091,161956,114742,74373,77267,138848,93359,68970,107513,74697,125034,51822,0.4651,371922,175635,196287,2108,2094.486445,107841,43409,29,155309,70635,84674
41980,San Juan-Carolina-Caguas,"San Juan-Carolina-Caguas, PR Metro Area",PR,1438.195884,1466521,278165,6664,4459,141,267484,118958,2.76,1498741,335930,397351,355231,285195,84306,23692,17036,4771,113002,1767674,843997,139141,923677,703823,767520,190871,82791,76109,60729,50389,45151,37094,31849,25862,43352,43098,36098,17789,8969,8440,8929,22729,20469,25728,23423,,19804,23484,22627,36283,13961,0.5457,524495,4056,520439,512,368.9468162,135011,63079,31,860144,384387,475757
42020,San Luis Obispo-Paso Robles-Arroyo Grande,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",CA,3300.637723,242078,5265,1900,10234,258,11581,10139,2.52,187561,17123,37163,68352,40138,16224,4837,3724,393,19299,236821,137399,6175,99422,129358,105317,5649,4287,3608,4307,3717,3718,4276,4265,3329,7766,10626,13799,11439,7423,8158,8950,70699,55613,71964,67138,,55909,81394,57053,74368,35832,0.4538,63986,54368,9618,1385,1420.640681,20676,8633,22,35303,16818,18485
42100,Santa Cruz-Watsonville,"Santa Cruz-Watsonville, CA Metro Area",CA,445.1241874,208476,2596,1375,12601,316,35546,12855,2.73,178865,24323,28222,54710,42317,18862,5478,4953,235,19556,226263,144081,9027,82182,134904,95756,4893,4046,3273,3818,3275,3459,2894,3506,2776,6636,7717,11540,9305,6350,8902,13366,78041,50833,70208,63333,,54827,61929,54327,88710,39001,0.4826,56873,44999,11874,1647,1629.069259,18619,7802,27,37429,17210,20219
42140,Santa Fe,"Santa Fe, NM Metro Area",NM,1910.096807,124370,1496,4736,1885,175,12132,4123,2.36,109763,12151,25183,27521,22236,14711,4224,3737,255,6452,124499,74009,3303,50490,70648,61972,3658,2462,2705,2806,3459,3044,2556,2551,3005,5118,6366,7503,5395,3514,3506,4324,59192,62007,45365,82000,,42949,47111,50074,68761,37080,0.4843,43572,24735,18837,1016,1023.211957,11284,5204,22,18675,8542,10133
42180,Santa Isabel,"Santa Isabel, PR Micro Area",PR,34.03494997,12470,7762,45,0,0,1728,61,2.96,14611,2659,5709,2729,2436,870,89,119,124,1308,17672,8378,707,9294,7671,7465,2112,1133,851,579,402,339,330,296,224,454,344,168,114,73,37,9,17640,17012,,,,17648,,17487,,10895,0.5233,5642,0,5642,458,342.5123423,1364,761,24,10392,4843,5549
42200,Santa Maria-Santa Barbara,"Santa Maria-Santa Barbara, CA Metro Area",CA,2735.138813,344026,8626,4389,23863,814,42024,19996,2.92,273815,52042,49059,80080,54801,23998,7254,6581,810,31330,355380,227361,13861,128019,211751,144962,6864,5491,5008,5808,5199,6331,5660,5638,5660,9903,13874,18558,13987,9913,11941,15127,71657,54340,48340,76129,84805,54301,66357,56780,84085,34229,0.4798,75640,51537,24103,1576,1602.365771,23355,10112,20,63010,29326,33684
42220,Santa Rosa,"Santa Rosa, CA Metro Area",CA,1575.87263,375519,7960,4854,20087,1636,63422,27839,2.6,357968,42831,67183,123081,78692,30256,10437,5488,639,23379,412126,267836,13543,144290,253421,189339,7132,6950,6928,6193,6559,6979,6600,6966,5950,13929,18336,27194,19433,13669,17769,18752,76753,62656,78304,76200,81479,56476,76986,62419,81239,39929,0.4578,115093,94258,20835,1549,1530.153813,35955,14881,25,50714,22786,27928
42300,Sault Ste. Marie,"Sault Ste. Marie, MI Micro Area",MI,1558.507446,26848,2505,5428,361,60,31,2601,2.41,25952,2649,9074,8767,3772,1191,264,235,172,1891,31729,16907,1550,14822,15179,14046,1015,941,1011,937,850,735,841,768,678,1313,1468,1677,797,389,376,250,44483,30817,40813,61667,,,26411,45000,46871,23310,0.4534,9721,8067,1654,667,630.0578035,1960,746,17,6267,3009,3258
42340,Savannah,"Savannah, GA Metro Area",GA,1349.465971,226973,127381,1015,8468,419,6048,11319,2.61,252726,26338,66889,80672,48684,21264,5389,3490,944,19880,302425,197996,14281,104429,179412,141276,9527,6239,6263,7377,6925,6628,6892,6298,5816,11288,13956,19093,12849,7469,7853,6803,57470,40753,60577,63512,38813,53223,55172,51956,68729,30552,0.47,82906,58189,24717,1045,1021.110159,18726,7983,24,53180,21839,31341
42380,Sayre,"Sayre, PA Micro Area",PA,1147.417381,59418,270,39,415,6,236,920,2.44,43245,4794,20209,10527,5077,2007,456,175,179,2633,49353,28066,1349,21287,26708,24812,1377,1150,1466,1401,1385,1435,1625,1152,1039,2142,2975,3036,2213,1011,758,647,51457,45208,28750,,,93333,59245,41447,51420,27319,0.431,18699,18255,444,711,676.6072305,3293,1207,23,7257,3168,4089
42420,Scottsbluff,"Scottsbluff, NE Micro Area",NE,3552.325833,35161,310,638,239,114,728,1027,2.42,25617,3091,7430,9339,4034,1245,288,190,42,1802,29704,19535,958,10169,18568,15471,1053,831,794,902,869,868,785,817,784,1309,1802,1807,1174,645,555,476,50191,,40156,38750,,44896,32222,40458,53049,28171,0.4598,10709,9089,1620,739,692.7761445,2362,893,15,4933,2095,2838
42460,Scottsboro,"Scottsboro, AL Micro Area",AL,1077.98729,47412,1799,615,215,77,552,1424,2.49,37225,6526,15181,10238,3450,1402,159,269,58,2343,42344,21471,1277,20873,20189,20626,2214,1772,1223,1340,1409,1327,1066,1210,1018,1777,1870,1944,1402,409,286,359,39816,29000,,29018,,21060,44208,,40172,21608,0.4616,15282,14088,1194,619,477.0770958,2715,1207,25,10418,4754,5664
42540,Scranton--Wilkes-Barre--Hazleton,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",PA,1746.423486,502392,20927,811,9587,229,12240,10740,2.38,395765,39206,152447,106352,61405,27181,5231,3943,1087,26974,459294,277516,15762,181778,261583,225466,15408,13980,13679,12321,12412,11700,10214,10190,9751,17943,23210,28271,18706,11052,9736,6893,51670,26990,32109,58599,,34771,31313,34344,53517,28156,0.4511,152502,145113,7389,774,738.865742,33851,13387,22,79067,34211,44856
42620,Searcy,"Searcy, AR Micro Area",AR,1035.082776,71645,3206,275,552,21,1053,2052,2.56,50930,7454,19564,13034,6568,2941,544,825,184,4719,62339,34157,1965,28182,32028,29263,2623,1821,1993,1861,1814,1704,1544,1550,961,2453,2872,3441,2002,905,734,985,43822,29449,92409,,,23291,65565,30278,45379,23747,0.4731,19474,18426,1048,699,647.1038921,2968,1540,24,12701,5790,6911
42660,Seattle-Tacoma-Bellevue,"Seattle-Tacoma-Bellevue, WA Metro Area",WA,5869.626825,2636919,216114,31492,506100,33426,132047,253619,2.54,2656065,200530,521413,818360,694941,300411,69561,50849,6528,166882,3070343,2095951,99192,974392,1975387,1473063,66334,40035,41506,42967,45807,48474,48137,52787,48328,100863,139466,198131,161355,120463,143372,175038,82189,51318,53875,96220,68801,53997,72333,60835,86601,43190,0.4533,883869,683278,200591,1403,1431.966551,224889,81784,31,360506,164460,196046
42680,Sebastian-Vero Beach,"Sebastian-Vero Beach, FL Metro Area",FL,502.7837102,130147,13617,411,1949,58,1897,2905,2.6,115641,13034,34393,35433,19993,8588,2856,1344,298,5300,128348,61412,4372,66936,56931,57403,2988,2751,3096,3487,3548,3181,3157,2404,2647,5225,5470,6709,4287,2292,2486,3675,52336,29500,82273,88750,,31630,55365,48982,54543,35172,0.5283,44838,39685,5153,957,1012.662157,10170,4413,22,18162,7739,10423
42700,Sebring,"Sebring, FL Metro Area",FL,1017.290001,81423,9380,248,1508,15,6997,2530,2.44,78047,11910,29677,23220,8431,3523,762,524,344,3216,86414,36778,3985,49636,32793,41026,3214,2579,3172,3500,3250,3184,2599,2503,1835,3527,4281,3305,1556,854,849,818,37314,25426,8368,57566,,30634,23005,29699,41374,23722,0.4803,30913,25447,5466,776,718.4317215,5669,2379,20,19331,9043,10288
42740,Sedalia,"Sedalia, MO Micro Area",MO,682.2246281,38606,1335,59,193,0,895,1283,2.6,28088,4189,9690,9050,3272,1380,326,181,51,2233,33088,19882,1173,13206,18609,15921,1046,863,1012,1231,889,1053,984,971,811,1444,1761,1757,915,568,328,288,44382,31629,36328,48750,,47813,40769,48147,44993,22897,0.4351,10659,9936,723,703,687.9893577,1710,597,18,7114,3126,3988
42780,Selinsgrove,"Selinsgrove, PA Micro Area",PA,328.7832129,39044,415,12,275,0,234,486,2.6,26998,3876,12465,5697,3271,1161,273,255,283,2519,32912,20764,568,12148,20196,14716,683,547,636,944,635,778,706,741,680,1298,1906,2268,1188,610,542,554,57638,,,196071,,40703,,60357,57190,26415,0.404,10621,10491,130,728,672.5763126,1899,626,23,4046,1737,2309
42820,Selma,"Selma, AL Micro Area",AL,978.7380019,11257,28210,10,224,23,25,280,2.41,26600,5135,9368,8076,2300,1362,263,96,101,2177,31400,16213,1906,15187,14295,16336,2768,1270,1397,1451,872,1132,872,571,635,1067,1156,1408,722,463,305,247,31602,24396,,170568,,,47634,80409,53185,18910,0.4885,9767,4070,5697,623,545.6994976,2056,917,22,12247,4974,7273
42860,Seneca,"Seneca, SC Micro Area",SC,626.444243,67358,5433,331,517,13,1099,1945,2.38,55310,8886,16512,16300,8120,3869,743,880,114,3137,62936,33271,2116,29665,31132,31818,2121,2172,2278,1914,2031,1976,1501,1544,1381,2611,3367,3281,2185,1157,1051,1248,46056,30228,,,,29333,32804,29181,48961,28076,0.4853,22981,21187,1794,725,719.9275772,3720,1538,24,13928,6306,7622
42900,Seneca Falls,"Seneca Falls, NY Micro Area",NY,323.709472,31669,1707,135,242,0,234,625,2.33,24803,3612,8665,7345,2985,1764,206,226,159,1349,28558,16136,565,12422,15571,13522,688,622,770,759,690,835,555,557,674,1189,1631,1961,1133,593,484,381,54695,36094,,,,35750,24886,35172,55968,27366,0.4318,10003,9725,278,761,726.2858767,1932,587,22,3924,1660,2264
42940,Sevierville,"Sevierville, TN Micro Area",TN,592.487959,91233,724,338,828,9,1215,1940,2.58,68380,11002,24905,20759,7612,2916,780,406,139,4547,78721,49147,2777,29574,46263,36945,2087,1995,2248,2266,2587,2176,2380,2358,1874,3667,4083,3984,2571,926,850,893,45943,44151,,32500,,24177,,31694,47217,23869,0.4285,25177,24254,923,764,739.4544528,5259,1960,26,14281,6155,8126
42980,Seymour,"Seymour, IN Micro Area",IN,509.97423,40171,471,157,877,0,1657,605,2.58,29782,4002,12955,8199,2876,1416,218,116,156,1950,34317,21518,985,12799,20533,16746,1060,845,1117,872,1076,874,914,969,712,1379,1754,2078,1591,571,646,288,49506,60833,31250,,,49250,,34213,50584,24522,0.4203,12158,11431,727,741,711.6826504,2071,848,21,6890,2876,4014
43020,Shawano,"Shawano, WI Micro Area",WI,1250.839488,37017,175,6974,141,9,57,1215,2.43,31891,2789,14173,9779,3237,1491,275,147,70,2065,36416,22465,619,13951,21838,18462,867,1229,1001,903,1167,839,884,920,839,1628,2284,2598,1485,768,577,473,53126,61125,45040,41875,,6875,36250,45526,55359,27297,0.4227,13976,12368,1608,597,584.4181899,2839,1000,23,5545,2452,3093
43060,Shawnee,"Shawnee, OK Micro Area",OK,787.6718132,54660,2449,10456,502,47,565,3321,2.65,47453,5903,17039,15805,5610,2331,484,281,242,3971,56665,31927,1976,24738,29887,26003,1989,1667,1408,1486,1536,1564,1577,1150,1289,2338,2937,2900,1883,851,786,642,47683,29821,39745,,,,47951,42721,49215,23155,0.4419,17917,14890,3027,697,658.4590651,3047,1193,24,11259,5241,6018
43100,Sheboygan,"Sheboygan, WI Metro Area",WI,511.5278804,102818,2129,279,6446,8,1084,2441,2.37,80103,5885,29054,25982,13472,4590,582,538,117,5715,92386,61925,2255,30461,59637,47303,1546,1937,2155,2664,2374,2482,2131,2534,1997,4202,5882,6871,4760,2267,2095,1406,58943,29615,67500,72150,,,75156,50274,59351,30151,0.4092,33193,31107,2086,706,718.5116938,5939,1905,18,8540,3793,4747
43140,Shelby,"Shelby, NC Micro Area",NC,464.2065554,72778,20244,307,988,23,1475,1344,2.59,66458,10650,23073,21169,6973,3283,790,520,127,5324,78454,43742,4004,34712,39701,36882,4040,2741,2337,2596,1958,2199,2385,2322,1684,2549,3811,3504,2262,942,914,638,40393,27704,,,,46563,36464,41458,44399,21920,0.4694,24900,21166,3734,698,653.4051077,5039,2255,24,19262,8218,11044
43180,Shelbyville,"Shelbyville, TN Micro Area",TN,473.6391613,40019,3495,27,79,29,2414,1495,2.79,31370,6015,12740,7509,3581,1067,295,163,61,2172,36605,22861,1177,13744,21679,16882,1206,704,899,926,833,947,1429,870,838,1627,1925,1919,1299,476,495,489,48945,37802,,,,39545,38689,42873,50605,23988,0.4534,11512,10397,1115,758,717.5791434,2246,936,24,7420,2956,4464
43220,Shelton,"Shelton, WA Micro Area",WA,959.4223664,52310,1068,1748,886,286,3070,3259,2.61,45951,5775,14379,17539,5647,2027,440,144,138,2544,51963,26159,1947,25804,24072,23535,1391,1022,1332,1284,1305,1070,1182,997,809,2393,2591,3351,2011,1008,1166,623,55726,60478,38750,51250,67708,29396,48068,28933,57440,27253,0.4195,18033,16481,1552,979,914.0312614,4786,1597,32,9201,4700,4501
43260,Sheridan,"Sheridan, WY Micro Area",WY,2523.361189,28534,153,368,211,0,183,563,2.2,21203,1018,5149,8678,3427,2016,594,321,27,1416,24230,15526,416,8704,15075,13159,447,655,731,767,474,720,727,675,543,1060,1298,1652,1320,689,860,541,58521,,39815,53264,,,60699,38287,59180,34059,0.4383,8935,8559,376,809,787.5,1993,737,16,1797,752,1045
43300,Sherman-Denison,"Sherman-Denison, TX Metro Area",TX,932.8305645,111479,7057,1620,1824,66,2157,4357,2.63,86890,9936,26822,32342,12152,4123,916,599,259,6396,101316,62680,3399,38636,59160,47957,3175,2372,2506,2282,2547,2311,2685,2134,2158,3975,4494,7223,3881,2101,2614,1499,54370,31493,44816,59545,,44792,47159,49574,56933,27276,0.4404,32331,27577,4754,857,851.3503136,5920,2064,25,17383,7508,9875
