FIPS,city,name,State,area_land,pop_white,pop_black,pop_native,pop_asian,pop_hawaiian,pop_other_race,pop_two_races,average_household_size,pop_over_25,educ_less_hs,educ_hs,educ_some_college,educ_ba,educ_ma,educ_prof_school,educ_doctorate,hs_droput,hs_enrolled,pop_16_over,labor_force,unemployed,not_in_labor_force,total_employed,total_households,income_less_10000,"income_$10,000_$14,999","income $15,000 to $19,999","income $20,000 to $24,999","income $25,000 to $29,999","income $30,000 to $34,999","income$35,000 to $39,999","income $40,000 to $44,999","income$45,000 to $49,999","income $50,000 to $59,999","income $60,000 to $74,999","income $75,000 to $99,999","income $100,000 to $124,999","income $125,000 to $149,999","income  $150,000 to $199,999","income $200,000 or More",median_household_income,median_income_black,median_income_black,median_income_asian,median_income_pacific_island,median_income_other_race,median_income_two_races,median_income_hispanic,median_income_white,per_capita_income,gini_index,Owner Occupied Housing Units,owner_housing_white,owner_housing_non_white,Median Gross Rent,avg_rent,paying_30_home,paying_at_least_50,avg_commute,poverty_overall,poverty_male,poverty_female
19460,Decatur,"Decatur, AL Metro Area",AL,1270.074271,121908,18855,2618,819,72,4059,3962,2.57,105656,18625,34060,32384,14211,4914,1030,432,269,7184,121728,67716,3581,54012,64081,58457,4348,3304,3726,3439,3206,3921,2834,2774,2486,4936,6134,6860,4401,2547,2130,1411,48330,30486,75987,56033,,29500,60893,38904,51247,25395,0.449,43061,36401,6660,629,607.9046506,6955,2816,24,23428,9735,13693
19500,Decatur,"Decatur, IL Metro Area",IL,580.5757,83045,15291,293,1154,7,592,6130,2.33,73230,7117,25214,24414,10708,4194,998,585,381,4986,85368,52181,4262,33187,47876,44113,3452,2449,2585,2671,2624,1947,2173,2317,1669,3170,4763,5639,3420,1765,1907,1562,50444,24410,27900,80735,,55592,37699,55202,54795,28925,0.4646,30676,27203,3473,676,691.7541118,4722,2005,18,16645,7199,9446
19540,Decatur,"Decatur, IN Micro Area",IN,339.0284001,34060,392,23,133,0,456,131,2.78,21160,3372,8403,6140,2242,806,155,42,452,1487,25271,16122,586,9149,15536,12476,660,623,680,759,844,759,520,634,624,1081,1620,1772,950,372,298,280,51713,,,48636,,,36618,60750,51496,22514,0.4149,9634,9189,445,607,564.2505278,1776,640,23,5767,2673,3094
19580,Defiance,"Defiance, OH Micro Area",OH,411.4497519,34821,728,144,152,15,1191,1228,2.48,25899,2072,11388,8119,2854,1170,203,93,54,2124,30505,19899,917,10606,18951,15213,551,617,667,639,811,688,732,965,858,1383,2146,2303,1167,758,480,448,57665,40000,,250001,,48949,37536,48570,58758,28491,0.4009,11723,10856,867,695,655.0143266,1649,543,21,4032,1775,2257
19620,Del Rio,"Del Rio, TX Micro Area",TX,3144.749607,45335,760,171,304,31,1905,521,3.07,29364,9332,6981,7591,3768,1408,155,129,305,2715,36510,21581,1142,14929,18916,15429,1640,843,787,796,987,981,904,700,652,1058,1473,1684,1521,615,397,391,45521,43108,19211,,,42527,60956,41272,66429,20881,0.4591,9713,2115,7598,721,737.4912526,1571,688,19,9408,4135,5273
19660,Deltona-Daytona Beach-Ormond Beach,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",FL,1586.38815,523263,68312,2299,12052,182,16212,12453,2.46,470654,45484,152857,160717,73025,27532,6523,4516,1197,27567,535659,276242,15386,259417,260677,253614,18082,12247,14796,15296,16178,15174,14325,13744,11683,21965,26386,29882,17870,9976,8472,7538,48066,33376,33727,52997,27014,45309,37577,39116,50898,27342,0.4559,180126,151841,28285,1029,1035.169007,46389,18905,26,91275,41875,49400
19700,Deming,"Deming, NM Micro Area",NM,2965.243354,22208,336,250,168,9,877,416,2.64,15533,4885,4983,3770,1210,547,60,78,122,1121,18484,8703,1045,9781,7658,9025,1737,856,693,831,800,306,269,385,427,683,628,697,410,142,92,69,27377,,,,,45469,103625,25299,30394,16496,0.4835,5460,2503,2957,531,511.4165498,1257,576,18,7206,3105,4101
19740,Denver-Aurora-Lakewood,"Denver-Aurora-Lakewood, CO Metro Area",CO,8344.859,2319051,161354,23585,118502,3607,121775,102347,2.57,1957998,180897,392211,544897,532965,225426,51487,30115,6333,126406,2260155,1608856,63446,651299,1542171,1094028,48985,30752,32071,35586,37923,42440,40640,43902,39797,82616,108399,149711,116813,84084,95073,105236,75565,49009,57618,76541,81065,51977,68945,54379,84430,39969,0.4544,695394,550086,145308,1292,1320.479688,156156,58362,28,265989,120502,145487
19760,DeRidder,"DeRidder, LA Micro Area",LA,1157.362582,30483,4580,321,120,11,224,1030,2.75,24436,3741,9302,7112,2995,881,253,152,158,1857,28809,15803,1227,13006,14252,13219,1019,1013,791,745,667,478,684,738,398,908,1210,1725,1363,563,527,390,50738,33861,68194,76250,,,40149,66250,52349,26075,0.4683,10277,8855,1422,724,631.339225,1396,624,31,6244,2807,3437
19780,Des Moines-West Des Moines,"Des Moines-West Des Moines, IA Metro Area",IA,2881.997106,549836,32706,1578,25612,668,7247,16554,2.53,418852,31705,104319,128374,106849,33319,10087,4199,1192,31202,489979,354154,13899,135825,339635,246304,10839,8367,8466,9860,10058,10100,9536,10850,9386,19273,27233,35954,25012,17563,17358,16449,68669,37303,31272,68954,,49163,47760,48533,72210,35560,0.441,171098,155448,15650,880,918.3190171,30108,10521,20,62126,26925,35201
19820,Detroit-Warren-Dearborn,"Detroit-Warren-Dearborn, MI Metro Area",MI,3889.795097,3001586,961060,12509,184657,1336,50441,105590,2.52,2971255,305342,794550,961712,545189,275961,58640,29861,9261,206591,3463899,2159147,153471,1304752,2004421,1690744,125074,75530,79073,80653,77543,80783,74478,74684,66855,127197,162380,207181,150302,99490,106419,103102,58544,34972,48324,93100,74300,40225,49099,49455,67529,32586,0.4765,1163420,919927,243493,919,931.7144678,246042,102187,27,645414,289674,355740
19860,Dickinson,"Dickinson, ND Micro Area",ND,1334.787911,28308,689,397,428,7,230,817,2.47,20068,1646,6620,7207,3331,851,227,186,10,1271,23781,16953,558,6828,16382,12150,840,417,319,263,449,457,415,432,396,875,1167,1918,1496,968,912,826,75708,40040,,2499,,,31262,,81588,37897,0.4461,7563,7308,255,929,1060.736865,1115,425,18,2659,1050,1609
19940,Dixon,"Dixon, IL Micro Area",IL,724.8435375,31228,1769,92,210,62,422,744,2.28,24967,2785,8532,9232,2596,1390,302,130,71,1431,28503,16172,711,12331,15455,13699,758,636,631,631,839,797,448,714,584,1039,1597,2087,1011,641,798,488,57901,43779,,,,,72593,53068,58218,29249,0.4344,9975,9599,376,696,697.7980666,1518,454,22,3392,1503,1889
19980,Dodge City,"Dodge City, KS Micro Area",KS,1098.270787,30815,697,157,514,18,1408,875,3,20438,5830,5085,5918,2337,912,263,93,87,2080,25043,17723,1045,7320,16646,11274,361,623,555,505,683,552,785,658,596,1090,1241,1537,812,422,422,432,53072,,53424,58359,,51048,85192,49572,60740,23348,0.423,7030,4077,2953,756,750.2120641,976,371,14,4875,2283,2592
20020,Dothan,"Dothan, AL Metro Area",AL,1716.100096,107437,35356,519,982,22,802,2849,2.6,102463,16564,33685,32888,12103,5418,1308,497,253,6933,118189,66250,4793,51939,61206,56401,4921,3917,4115,3439,2948,3199,3083,2945,2428,4438,5579,6046,3813,2154,1770,1606,44275,28739,38750,51528,,54338,37780,39306,51085,24780,0.4715,38683,31709,6974,713,658.9626369,6416,2701,23,27465,11506,15959
20060,Douglas,"Douglas, GA Micro Area",GA,592.297589,29193,12056,79,327,0,850,456,2.73,27907,6311,10771,7142,2137,1036,343,167,116,2239,33577,17432,801,16145,16627,14298,1849,1076,1018,890,810,870,869,955,617,1234,1284,1085,655,217,545,324,38266,27967,36466,59345,,37143,43387,33542,42107,19709,0.5001,9422,6810,2612,602,543.2321575,2111,892,20,8703,3965,4738
20100,Dover,"Dover, DE Metro Area",DE,585.8066246,115960,44292,1143,3509,59,2363,7496,2.63,116057,14930,38490,35280,16999,7531,1479,1348,494,8941,138560,86649,4961,51911,79233,64545,3557,2780,2845,3002,3341,3686,3006,3146,2318,5217,7312,9406,5775,3404,3443,2307,58775,51217,34779,65579,,32071,41063,45807,62456,28100,0.4302,44554,33226,11328,1070,1028.627883,11033,4428,26,22968,9757,13211
20140,Dublin,"Dublin, GA Micro Area",GA,1110.31589,34301,20901,44,554,7,822,519,2.72,38326,6227,16665,9817,3116,1635,599,267,178,2792,44956,22846,1292,22110,21537,20544,2495,2030,1445,1503,1058,1042,1267,1094,754,1158,1911,2105,1086,608,629,359,37706,25792,,88250,,,41667,46838,42846,20675,0.4864,13065,9692,3373,608,545.3269154,2187,844,24,14507,6617,7890
20180,DuBois,"DuBois, PA Micro Area",PA,1144.682715,76181,2249,181,397,0,164,1044,2.38,59251,7748,29119,13903,5624,2079,437,341,175,3194,67225,36495,2578,30730,33904,31349,2095,2126,2134,1886,1988,1617,1551,1572,1562,2824,3839,3667,2028,1033,851,576,47270,8670,14076,25197,,,97212,,47455,23743,0.4284,24309,23959,350,633,598.8494318,4575,1769,25,11052,4902,6150
20220,Dubuque,"Dubuque, IA Metro Area",IA,608.2993435,89972,3326,181,1169,394,392,1368,2.42,64565,4911,21282,18703,12723,5127,1072,747,127,5845,77130,52592,2140,24538,50388,38330,2239,1449,1639,1901,1622,1743,1630,1654,1676,3091,4588,6132,3949,1808,1632,1577,61321,17279,,64028,41595,21509,30500,38690,63158,31096,0.4385,27736,27214,522,763,802.3881442,4515,1501,16,10874,4426,6448
20260,Duluth,"Duluth, MN-WI Metro Area",MN,8413.37243,256639,4173,6323,2745,99,872,8171,2.26,191868,11362,56226,72155,34961,11869,3095,2200,603,14957,230210,143709,6762,86501,136565,117982,6915,6343,6020,6705,6032,5995,6163,5838,5094,9619,12831,15452,10549,6092,4496,3838,54022,27863,32660,35893,,,36103,44737,55156,29818,0.4372,84163,81102,3061,758,778.6894941,15626,5525,21,38325,18484,19841
20300,Dumas,"Dumas, TX Micro Area",TX,899.6980805,15913,873,189,1713,0,2372,741,3.26,12516,4171,2916,3637,1208,498,61,25,84,1374,15656,10634,522,5022,10090,6626,291,285,267,298,310,513,387,558,222,727,745,878,610,172,202,161,51527,49511,51528,,,44188,72926,47151,60665,21650,0.3876,4302,2178,2124,773,775.4302926,630,189,16,3319,1687,1632
20340,Duncan,"Duncan, OK Micro Area",OK,870.2475656,36613,769,2331,277,37,1735,2221,2.56,30304,3830,12446,8767,3827,991,251,192,104,2140,34920,19583,1281,15337,18265,16955,1321,1036,882,1212,998,1051,959,811,773,1394,1467,2201,1165,687,469,529,46166,25625,49706,,,43571,66161,46375,45885,25374,0.4557,12237,10768,1469,688,634.421365,1919,884,21,6344,2723,3621
20380,Dunn,"Dunn, NC Micro Area",NC,595.0263244,87990,27164,1173,1407,266,7005,5356,2.82,83751,11435,25063,29886,11475,4733,662,497,277,6716,99012,59423,4338,39589,50735,45086,3061,2489,2567,2544,2131,2175,2513,2508,1770,4198,5080,6002,3634,1914,1576,924,51630,36942,41346,79048,105893,32368,49074,43960,57571,23011,0.4177,29077,21562,7515,864,880.785808,6211,2441,30,21495,9518,11977
20420,Durango,"Durango, CO Micro Area",CO,1689.784756,48385,261,3435,341,13,1238,1428,2.44,39271,1966,7980,12102,10951,3877,1286,1109,224,2744,45680,30796,1250,14884,29546,21793,969,776,702,753,872,1177,991,1136,860,1827,2308,2815,2019,1443,1627,1518,64372,,47386,66250,,50476,55556,52083,67522,37864,0.4584,15377,13252,2125,1121,1117.705736,3640,1149,22,4609,1764,2845
20460,Durant,"Durant, OK Micro Area",OK,904.5085305,34018,877,6935,246,46,908,2729,2.61,30558,4273,9782,9522,4455,1986,316,224,132,2345,36215,20479,1147,15736,19332,17157,1401,1016,1286,1148,1092,1086,945,834,848,1339,1614,1828,1244,551,452,473,43245,29659,40638,86250,,39700,37538,42381,44703,23453,0.4664,10620,8457,2163,732,677.3596451,1927,644,20,7401,3462,3939
20500,Durham-Chapel Hill,"Durham-Chapel Hill, NC Metro Area",NC,1758.037044,346888,148638,1945,27420,171,17679,15750,2.41,377385,40627,70441,90275,89328,51810,15610,19294,770,32380,454597,296913,15369,157684,281203,220244,13868,9355,9497,11109,9155,11263,9669,10307,8255,17486,19857,26760,17765,13507,14045,18346,60113,41570,40625,73388,,42168,52904,43617,74247,35830,0.4925,132569,93070,39499,1002,1010.836612,26081,10401,24,79515,35706,43809
20540,Dyersburg,"Dyersburg, TN Micro Area",TN,512.335668,30899,4893,199,282,53,250,1000,2.44,25465,4416,9511,7228,2825,1113,234,138,73,1807,29517,17321,1333,12196,15976,15180,1304,905,1143,965,1135,851,773,667,660,1412,1499,1513,1221,288,427,417,43762,30692,,175691,,50977,35855,51992,45840,25427,0.4912,9432,8386,1046,670,635.7167711,1703,560,20,6806,2630,4176
20580,Eagle Pass,"Eagle Pass, TX Micro Area",TX,1279.472183,53746,312,705,269,32,2586,320,3.54,32606,13145,7141,8239,3019,780,281,1,320,3917,41773,24337,2817,17436,21520,16307,1715,1607,1275,1355,846,902,863,655,497,1263,1326,1955,716,534,551,247,38035,,,,,41923,52578,37372,61806,16891,0.4754,10766,279,10487,665,624.9052518,2337,1009,22,15467,7035,8432
20660,Easton,"Easton, MD Micro Area",MD,268.5584644,30828,4110,53,514,20,367,1319,2.21,28080,2633,7197,7411,5656,3134,1241,808,16,1440,31145,18546,615,12599,17905,16627,793,572,561,756,1004,552,732,764,602,1332,1445,2138,1298,1297,1112,1669,67204,39777,,72961,,,57917,28214,75438,47302,0.5266,11588,10117,1471,1103,1068.426275,2942,1216,28,3508,1386,2122
20700,East Stroudsburg,"East Stroudsburg, PA Metro Area",PA,608.257039,128602,24147,576,4041,61,5177,4982,2.91,115370,12284,40893,34046,18026,7994,1142,985,148,10735,138833,85284,6723,53549,78487,56770,2704,2255,2351,2671,2116,2611,2570,2856,2380,4049,6451,8569,6057,3138,3174,2818,63931,74179,64792,80691,,67515,44119,67235,61901,28486,0.4147,44118,33216,10902,1087,1040.096427,14310,5651,39,19004,9267,9737
20740,Eau Claire,"Eau Claire, WI Metro Area",WI,1646.277799,155358,1732,594,4731,369,226,3616,2.41,109167,7501,32551,39610,19545,7162,1518,1280,290,9621,135137,90890,3218,44247,87569,66238,2996,3751,2920,3989,3023,3695,3237,3106,3016,5409,7329,9341,6172,3662,2559,2033,56278,,18182,49948,,,45909,30000,56697,29048,0.4281,44283,42915,1368,805,799.521749,8531,2999,20,20888,9457,11431
20780,Edwards,"Edwards, CO Micro Area",CO,1684.471792,48258,525,155,424,43,3968,984,3.06,38042,4075,5979,9672,13196,3666,1088,366,56,2818,43557,34358,764,9199,33571,17750,454,339,288,427,504,615,607,685,481,1333,1819,2869,2203,1600,1487,2039,84685,57782,,54535,,61641,116136,61194,95726,41064,0.4335,12531,10512,2019,1507,1477.486108,3766,1710,23,3793,1589,2204
20820,Effingham,"Effingham, IL Micro Area",IL,478.7552313,33240,179,24,210,15,198,308,2.49,23277,1718,8473,7856,3670,1196,254,110,86,1539,26964,18059,709,8905,17344,13555,642,571,776,663,688,772,593,651,692,1126,1486,1820,1221,694,663,497,56293,36250,,71458,,40313,33750,42109,56581,30255,0.4478,10526,10402,124,615,589.1053153,1351,505,17,3901,1775,2126
20900,El Campo,"El Campo, TX Micro Area",TX,1086.150663,33749,5971,27,64,0,1425,315,2.69,26922,5829,7955,8533,2884,1339,160,222,92,2274,31931,19849,1041,12082,18808,15256,1125,1103,743,1014,897,474,777,931,608,1332,1437,1405,1384,669,1012,345,49619,22388,,,,59286,35000,41187,64599,26281,0.4853,10220,6381,3839,733,671.0285941,2013,933,23,7182,3136,4046
20940,El Centro,"El Centro, CA Metro Area",CA,4176.580475,115817,4591,1801,2684,419,47362,7542,3.87,109338,33928,26758,32850,10794,3883,906,219,334,10279,133957,71089,10782,62868,59919,44057,3622,4272,3046,2654,2174,2270,1862,1826,1810,2927,4159,5127,3515,1763,1709,1321,45834,24435,53125,86667,,42051,47563,43321,62716,17590,0.4768,25717,5944,19773,818,818.1897492,7331,3104,22,41191,18286,22905
20980,El Dorado,"El Dorado, AR Micro Area",AR,1039.215564,25485,12972,391,227,0,232,425,2.47,27079,4129,9543,7769,4068,1191,238,141,52,1684,31098,17059,1238,14039,15821,15904,1864,1110,960,973,825,839,698,827,574,1252,1642,1840,1023,618,452,407,44000,27983,38026,,,,14758,34338,54326,24522,0.4739,11888,8436,3452,670,600.5976096,1967,1017,19,7876,3239,4637
21020,Elizabeth City,"Elizabeth City, NC Micro Area",NC,714.3526781,41614,19178,109,887,69,289,1239,2.48,44187,6028,13675,15624,5636,2507,334,383,103,2830,50907,28947,2030,21960,26067,24535,2001,1303,1486,1373,1514,1100,1242,1043,1570,1834,2382,3373,1840,1054,1005,415,49032,34734,82813,,,23125,53929,39052,58533,24683,0.429,16496,12438,4058,871,839.0720239,4343,1942,30,9208,4048,5160
21060,Elizabethtown-Fort Knox,"Elizabethtown-Fort Knox, KY Metro Area",KY,1190.366275,125144,13880,551,2562,380,1822,6238,2.57,100054,10742,32088,36383,11490,7670,1181,500,268,7670,118392,74716,4306,43676,66361,57403,3756,2454,3130,2890,2965,3389,3023,2882,2553,4817,6407,7367,5131,2875,2339,1425,52738,51071,33787,48413,,37542,45772,39706,53923,27205,0.4353,37341,32807,4534,792,802.8960223,6704,2811,24,20015,8050,11965
21120,Elk City,"Elk City, OK Micro Area",OK,901.8169598,18953,863,430,180,8,1112,1075,2.75,14923,1935,5729,4671,1810,528,214,36,59,969,17368,9510,397,7858,9113,7562,519,236,602,481,389,518,489,311,314,426,589,1199,833,141,292,223,48725,,74688,,,95910,45329,,48848,24049,0.4498,4914,4252,662,725,610.8383686,912,302,18,2932,1244,1688
21140,Elkhart-Goshen,"Elkhart-Goshen, IN Metro Area",IN,463.1697012,178022,10720,440,2156,149,5367,6750,2.77,128815,24218,45368,34459,16148,6719,1273,630,1369,9871,153098,100963,4784,52135,96156,72329,3860,3007,3534,3550,3507,3624,3502,3662,3709,7166,9028,10418,5524,3339,2755,2144,55399,24690,51591,61302,,42857,49107,48396,59235,25075,0.4183,49784,44204,5580,777,752.100244,7326,2655,19,26675,11307,15368
21180,Elkins,"Elkins, WV Micro Area",WV,1039.700088,28066,568,110,165,0,74,82,2.38,21003,3398,10165,4009,1941,998,305,187,51,1264,24061,12136,797,11925,11339,11254,1071,882,702,932,847,595,482,542,711,874,1096,972,701,231,251,365,41094,28420,32232,44625,,,,63438,41325,24162,0.5013,7929,7743,186,643,568.5413534,1184,398,23,5139,2335,2804
21220,Elko,"Elko, NV Micro Area",NV,21344.87994,46860,290,3458,593,119,2102,660,2.89,34526,4996,10349,12971,3915,1849,364,82,117,2894,40851,28386,1244,12465,27132,18438,829,525,397,893,533,603,529,738,543,1415,1847,3103,2358,1626,1621,878,77222,45104,42202,82037,,62357,108575,61151,84557,33142,0.3872,13342,10035,3307,929,841.4638932,1465,586,31,6265,2930,3335
21260,Ellensburg,"Ellensburg, WA Micro Area",WA,2297.299095,39721,432,340,750,360,1700,1522,2.35,26948,2142,6330,9105,6157,2284,349,581,54,3714,37944,23046,1364,14898,21497,18003,1795,900,869,857,775,776,740,839,754,1535,2026,2500,1512,707,851,567,55193,65308,,,,56461,39781,50720,56420,27948,0.4442,10357,9611,746,946,953.7666754,2454,1024,21,8026,3674,4352
21300,Elmira,"Elmira, NY Metro Area",NY,407.3517808,75443,5262,294,1333,10,556,2842,2.36,59921,5789,21581,18254,7813,5081,806,597,240,3805,69181,39260,1981,29921,37261,34373,2582,1823,1743,1783,1871,1872,1446,1474,1577,2813,3827,4412,2934,1894,1229,1093,53299,29871,,120729,,57821,37391,23167,54541,28115,0.4486,23349,21984,1365,805,808.0370102,4013,1398,20,11996,5047,6949
21340,El Paso,"El Paso, TX Metro Area",TX,5583.711257,675103,28789,5142,10087,1178,100349,21104,3.1,511137,115539,122120,157546,78196,28474,6029,3233,1778,50176,634807,391438,24810,243369,349181,266624,23438,17488,17770,15752,16858,14599,14513,14069,12296,23421,25309,27624,17702,10025,9180,6580,44531,53128,34048,59884,38476,32998,51797,40968,61533,20731,0.4637,163901,26146,137755,812,798.4589625,39690,15031,23,176122,77160,98962
21380,Emporia,"Emporia, KS Micro Area",KS,847.4886648,29806,768,209,712,0,418,1386,2.35,19969,2326,6163,6020,3433,1470,334,223,34,2059,26649,18453,1045,8196,17377,13584,1137,813,748,722,818,962,1021,647,592,999,1485,1644,818,410,308,460,44191,,,,,83438,21442,55215,45949,26322,0.475,8000,6527,1473,671,663.1267908,1217,347,17,5483,2488,2995
21420,Enid,"Enid, OK Metro Area",OK,1058.491069,51146,2570,1224,582,609,2550,3509,2.54,40501,4785,14893,11751,5867,2501,435,269,138,2593,47472,30531,1513,16941,28012,23824,1107,1237,1535,1720,1445,1132,1385,968,1091,2115,2788,2744,2098,954,824,681,51332,39191,30724,50688,,60478,29817,43370,54875,26454,0.4362,15355,13366,1989,830,809.1392136,2282,878,17,8909,4128,4781
21460,Enterprise,"Enterprise, AL Micro Area",AL,678.9861142,38923,8829,617,666,0,644,1609,2.56,34912,4833,9723,12181,5439,2225,310,201,99,2411,40510,24240,1371,16270,21725,19789,1463,1046,913,871,1139,1096,807,1098,986,1566,2230,2208,1592,1273,875,626,53155,37154,33688,48509,,79783,,62763,58598,27577,0.4427,12822,10328,2494,782,767.9632553,1805,627,22,7604,3371,4233
21500,Erie,"Erie, PA Metro Area",PA,799.0841286,239451,20071,657,4586,68,2957,8182,2.39,187964,16404,73342,46221,33581,14152,2545,1719,483,15304,222862,134997,7952,87865,126884,110050,8318,5621,6311,6488,6416,6135,5646,5120,5260,8990,11505,12721,8733,4945,4165,3676,49716,24354,69712,46399,,30316,37396,23340,53191,27349,0.4578,72413,68564,3849,737,757.9801791,13291,5162,20,42812,19098,23714
21540,Escanaba,"Escanaba, MI Micro Area",MI,1171.101148,33957,106,688,153,7,48,1231,2.23,26412,1603,8807,10326,3873,1284,364,155,47,1628,29857,16567,884,13290,15640,15949,1147,1096,957,959,856,980,914,873,662,1581,1414,2065,1261,504,366,314,46490,,36905,68621,,,45000,,46758,26852,0.4378,12675,12232,443,561,535.3695785,2243,983,21,4728,2250,2478
21580,Española,"Española, NM Micro Area",NM,5860.871782,21382,237,6418,188,5,10172,905,3.12,26647,3669,8328,9727,3336,1319,151,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9548,1738,7810,621,,,,,,,
21640,Eufaula,"Eufaula, AL-GA Micro Area",AL,1036.239427,13098,13458,72,234,6,778,412,2.49,19906,5463,7080,4985,1534,634,105,105,40,1143,22840,10537,1018,12303,9519,10120,1311,977,927,761,542,675,525,539,346,722,797,848,578,301,141,130,33888,23232,,52632,,26793,20521,30417,45278,18535,0.4724,6282,3878,2404,599,536.3210005,1187,510,23,7114,2983,4131
21660,Eugene,"Eugene, OR Metro Area",OR,4556.605637,320920,3910,4028,9794,911,9645,19674,2.39,251966,21713,59108,96599,45237,19794,4826,4689,762,19819,308207,183228,13000,124979,170022,150780,12403,8002,8657,7631,8677,8209,7771,7622,6471,12317,16112,18522,11056,6366,5742,5222,49958,31800,40313,38601,48323,46115,39091,44277,51026,28070,0.4637,88435,80411,8024,954,984.638704,23875,9460,20,67022,30927,36095
21700,Eureka-Arcata-Fortuna,"Eureka-Arcata-Fortuna, CA Micro Area",CA,3568.173789,108784,1585,6797,4160,436,5778,8228,2.43,91946,8878,21615,34073,18017,5945,2176,1242,207,7292,112208,66356,5327,45852,60970,54267,3804,4175,3365,3524,3402,2757,3049,2775,2418,4699,5226,5712,3647,2017,1888,1809,45528,30257,30957,47266,,38594,35357,41250,47889,26747,0.4754,30853,26939,3914,947,996.4508414,9749,3981,18,26957,13093,13864
21740,Evanston,"Evanston, WY Micro Area",WY,2081.720793,19252,20,160,22,0,437,718,2.63,12915,934,5176,4810,1356,526,77,36,50,1072,15176,10157,614,5019,9527,7735,433,343,286,447,465,193,499,263,365,642,824,1073,678,523,565,136,58235,,68125,,,55701,39205,39816,61330,27009,0.4002,5822,5319,503,664,667.6947203,940,341,21,2552,1244,1308
21780,Evansville,"Evansville, IN-KY Metro Area",IN,1464.349518,278123,22022,380,4198,290,2994,6960,2.39,216047,21087,71761,68675,34901,14438,3219,1966,738,15357,252410,159163,7178,93247,151965,128119,8497,7033,6646,7478,7239,6747,6900,6125,5152,10677,12323,16536,10099,6403,5715,4549,51860,27053,18485,106236,66026,37461,32804,37550,54125,29565,0.4651,87163,81445,5718,754,744.4257252,15301,5826,21,45800,19699,26101
21820,Fairbanks,"Fairbanks, AK Metro Area",AK,7329.518364,75281,4493,7233,3068,561,1227,7790,2.61,61838,3381,13785,24520,12681,4970,1180,1321,71,4847,77606,56476,3526,21130,46543,36513,1149,1050,818,954,1093,1782,1218,1503,1624,2924,3616,5802,4246,2687,3471,2576,77095,61970,51843,57877,93896,54719,61987,66346,81481,36374,0.4061,21363,17582,3781,1296,1298.171617,5096,2093,19,7749,3422,4327
21840,Fairfield,"Fairfield, IA Micro Area",IA,435.5231545,15066,321,2,1107,0,267,1314,2.46,12768,935,3540,4263,2164,1374,270,222,13,527,15045,8824,589,6221,8235,6831,602,633,324,475,266,464,399,381,175,537,787,738,527,182,110,231,43378,,,,,,31663,,45266,26064,0.5016,4582,4308,274,666,632.1920854,916,385,15,2396,1270,1126
21860,Fairmont,"Fairmont, MN Micro Area",MN,712.3307135,19208,64,25,75,13,254,325,2.27,14169,1028,5403,4888,2134,531,118,67,50,809,16106,10404,365,5702,10037,8653,464,491,353,468,297,510,510,456,499,656,1013,1117,812,326,273,408,53915,,,,,70932,41140,70023,53410,31091,0.4358,6336,6186,150,640,692.1018558,1011,338,17,2614,1156,1458
21900,Fairmont,"Fairmont, WV Micro Area",WV,308.7438305,52943,2049,199,360,0,294,652,2.4,38807,4158,15601,9969,5762,2460,509,348,73,2992,46457,26467,1569,19990,24881,22942,1655,1280,1633,1480,1336,1296,1145,1024,916,1757,2403,2797,1727,1011,894,588,48605,26705,,,,,41782,81500,49511,25909,0.4427,17189,16382,807,737,659.9165653,2405,926,24,9379,4407,4972
21980,Fallon,"Fallon, NV Micro Area",NV,4930.574146,20192,588,1074,663,50,531,912,2.39,16466,1492,5327,6767,2008,584,239,49,89,892,19017,10804,722,8213,9320,9819,714,452,399,431,461,727,519,660,406,681,947,1331,1011,384,443,253,51514,,40898,33835,,27353,44444,39268,59301,26606,0.4112,6456,5498,958,799,772.2866488,1356,562,21,3006,1484,1522
22020,Fargo,"Fargo, ND-MN Metro Area",ND,2810.167324,209520,10871,2655,5970,56,1487,6444,2.33,147524,7940,31265,52452,39816,11163,2619,2269,316,13832,188228,140126,3939,48102,135729,97987,4753,4475,4823,3852,4499,4268,4139,4093,4107,8177,9854,14816,8855,6022,5328,5926,62832,30960,,61505,,50203,39571,39000,66376,34793,0.4585,55489,53238,2251,806,862.2499882,7774,2471,17,25007,12167,12840
22060,Faribault-Northfield,"Faribault-Northfield, MN Micro Area",MN,495.8382695,57204,3523,248,1388,73,2107,1222,2.49,41597,3971,12895,13275,7321,2784,663,688,66,4802,52996,35467,1329,17529,34128,23045,1231,862,810,1023,928,1029,1074,1012,878,1489,2706,3655,2445,1548,1240,1115,65758,26480,71250,61152,,34702,51667,41114,69184,29767,0.4275,17172,16141,1031,837,878.545888,3253,1133,23,6169,2532,3637
22100,Farmington,"Farmington, MO Micro Area",MO,451.8734759,61654,2955,204,342,0,177,1010,2.38,46667,7265,17580,15267,3751,2104,411,289,195,2929,54059,28621,1630,25438,26991,24910,1795,1554,1636,1629,1499,1553,1396,1196,1376,1944,2688,2828,1871,754,800,391,45774,26534,,46810,,,55313,83719,45764,22575,0.4278,17005,16473,532,648,637.9886148,3274,1036,24,9656,4724,4932
